id,recency,total_purchase,frequency,last_purchase_amount,region,gender,age,repeater
435478370,125,3.19,1,3.19,West,Female,42,Yes
497655525,361,6.58,2,3.29,Mid-Atlantic,Male,27,No
763388516,131,4.09,1,4.09,South-West,Female,35,No
557649978,143,3.19,1,3.19,Mid-Atlantic,Female,42,Yes
75088826,156,6.99,2,3.5,South-East,Male,55,No
2444100767,22,3.89,1,3.89,Mid-West,Male,43,Yes
496551390,47,21.66,5,6,Mid-Atlantic,Female,43,Yes
310517068,247,3.49,1,3.49,South-West,Female,28,No
3291475584,168,5.13,2,2.64,Mid-West,Female,47,No
1605603197,81,7.77,2,4.48,West,Male,31,No
3649794137,103,28.02,8,5.98,West,Female,53,Yes
2225706930,268,3.29,1,3.29,West,Male,28,Yes
499037526,34,18.15,5,2.99,Mid-Atlantic,Female,33,Yes
500183616,307,6.58,2,3.29,Mid-Atlantic,Male,32,No
564089906,52,3.99,1,3.99,Mid-Atlantic,Male,42,Yes
371562728,263,6.59,2,3,South-West,Male,42,No
699481822,30,20.45,4,3.99,South-East,Female,41,No
4632359006,56,3.99,1,3.99,Mid-Atlantic,Male,42,Yes
2436090882,195,4.99,2,2.2,West,Female,28,Yes
4623571248,42,3.99,1,3.99,Mid-West,Male,37,No
113193562,87,16.86,6,3.99,South-East,Female,37,No
308820815,20,16.57,5,3,South-West,Female,54,Yes
661143045,307,3.99,1,3.99,Mid-Atlantic,Female,30,No
3396070296,37,3.89,1,3.89,South-East,Female,32,No
2744741018,196,7.06,2,2.94,North-West,Female,43,Yes
584043179,118,7.98,1,7.98,Mid-Atlantic,Female,27,Yes
1935910007,33,10.58,3,2.79,West,Female,36,No
2388460702,123,8.28,2,4.69,South-East,Male,48,Yes
584310866,181,3.99,1,3.99,Mid-Atlantic,Male,32,No
3506933968,52,3.29,1,3.29,West,Male,37,No
4337360673,149,3.49,1,3.49,South-East,Male,37,Yes
3044926307,295,3.79,1,3.79,South-East,Female,38,No
4628308847,173,7.98,2,3.99,Mid-Atlantic,Female,37,No
1822209093,114,8.38,2,3.99,Mid-Atlantic,Female,31,Yes
1501176169,168,7.44,2,7.44,South-East,Female,21,Yes
4616759767,63,16.35,4,3.99,Mid-Atlantic,Female,43,Yes
473263745,146,9.18,2,4.59,North-West,Male,32,No
606118647,47,4.69,1,4.69,South-East,Male,42,Yes
2964281741,51,16.05,6,2.63,Mid-West,Male,29,No
3363663251,75,6.68,3,4.48,West,Female,42,Yes
495553155,240,7.28,2,7.28,Mid-Atlantic,Male,32,No
4624121246,186,3.99,1,3.99,Mid-Atlantic,Male,37,No
2833548206,40,3.19,1,3.19,South-East,Female,38,No
602089842,30,16.95,5,5.98,Mid-Atlantic,Female,48,Yes
2789038038,171,6.05,2,3.44,Mid-West,Female,68,No
495257355,102,5.96,2,2.77,Mid-Atlantic,Female,47,Yes
727519114,29,7.43,2,3.54,Mid-West,Female,45,Yes
4641487000,37,8.68,2,4.69,Mid-Atlantic,Female,47,Yes
126171662,35,3.99,1,3.99,South-West,Female,41,Yes
558568205,161,9.67,2,6.38,Mid-Atlantic,Female,52,Yes
750035495,123,9.77,3,6.78,West,Female,35,No
401270062,158,6.88,2,3.29,West,Female,32,Yes
610446959,62,3.79,1,3.79,West,Female,47,Yes
2257075676,196,19.95,3,7.98,Mid-Atlantic,Female,44,Yes
4636298480,173,6.38,2,6.38,Mid-West,Male,32,No
2734653224,50,3.79,1,3.79,West,Female,63,Yes
4627584549,119,3.79,1,3.79,Mid-Atlantic,Female,57,Yes
497942878,289,7.18,2,3.99,Mid-Atlantic,Female,27,No
3262379356,32,3.69,1,3.69,West,Female,47,Yes
601558502,255,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
4632283659,172,3.99,1,3.99,Mid-Atlantic,Female,32,Yes
556898290,151,7.18,1,7.18,Mid-Atlantic,Female,42,Yes
3963282254,127,6.48,2,2.99,West,Female,42,Yes
103099030,201,3.49,1,3.49,South-East,Female,31,Yes
713266264,33,7.28,2,4.09,Mid-West,Female,65,No
313143352,296,8.28,2,4.69,South-West,Male,62,No
749044534,145,11.16,4,2.79,Mid-West,Male,45,No
2897554314,281,4.39,1,4.39,Mid-Atlantic,Male,53,Yes
313948595,181,3.49,1,3.49,South-West,Male,32,Yes
2349493725,89,7.99,2,4,Mid-Atlantic,Male,38,Yes
499328462,84,6.68,2,2.99,Mid-Atlantic,Male,37,No
557886327,151,3.19,1,3.19,Mid-Atlantic,Male,32,Yes
3696212057,34,8.97,2,2.99,Mid-Atlantic,Male,42,Yes
1590765416,51,14.11,5,2.24,West,Female,52,Yes
677914909,183,3.99,1,3.99,South-East,Male,45,No
293532560,172,3.49,1,3.49,South-East,Male,33,No
3620318485,156,6,2,3,Mid-West,Male,22,No
500742385,39,3.19,1,3.19,Mid-Atlantic,Male,27,Yes
573981105,54,8.58,2,3.99,Mid-Atlantic,Female,52,Yes
3644933246,150,6.38,1,6.38,Mid-Atlantic,Female,42,Yes
583339650,70,4,1,4,Mid-Atlantic,Female,22,No
3650556083,85,3.49,1,3.49,West,Female,47,Yes
1867517058,63,9.28,2,5.29,Mid-Atlantic,Female,66,Yes
4138157088,120,3.59,1,3.59,North-East,Female,47,Yes
576809761,134,6.38,2,3.19,Mid-Atlantic,Female,32,No
756026265,46,4.09,1,4.09,South-West,Female,60,No
370428141,222,3.49,1,3.49,South-West,Male,37,No
2338658030,187,5.63,2,2.78,North-West,Female,28,No
621257989,89,3.69,1,3.69,South-East,Female,27,Yes
464322404,153,5.68,2,2.79,West,Female,57,Yes
1877855578,234,6.28,2,2.99,Mid-West,Female,61,Yes
599079307,217,3.99,1,3.99,Mid-Atlantic,Male,62,Yes
771612360,139,24.42,5,5.98,West,Male,56,Yes
308194006,184,3.49,1,3.49,South-West,Female,33,No
1924487775,19,9.27,3,3.19,Mid-West,Female,41,Yes
308069526,361,3.39,1,3.39,South-West,Male,48,No
683124992,198,4.29,1,4.29,North-West,Female,50,No
311770302,259,3.29,1,3.29,South-West,Male,37,No
2207146328,283,3.14,1,3.14,Mid-West,Male,53,No
2994729586,102,35.53,4,4.99,South-East,Female,39,No
3043277768,57,3.44,1,3.44,West,Female,43,Yes
314935720,38,3.49,1,3.49,South-East,Male,32,Yes
4640594258,122,4.99,1,4.99,Mid-Atlantic,Male,22,No
310100103,68,11.27,3,4.29,South-West,Female,23,No
3022183123,53,3.09,1,3.09,North-West,Female,28,No
312189961,173,11.67,3,3.49,South-West,Female,33,Yes
451927067,134,12.87,2,8.58,West,Female,58,Yes
2488332000,199,3.29,1,3.29,West,Female,28,No
659467358,111,7.02,2,2.24,West,Male,40,No
2646153187,174,3.49,1,3.49,South-East,Female,33,No
497363311,92,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
607305564,46,6.08,2,3.09,Mid-West,Female,32,No
599025153,33,6.99,2,2.99,Mid-Atlantic,Female,47,Yes
4631572512,132,38.22,8,4.99,Mid-West,Female,48,No
597098912,116,21.16,3,5.29,Mid-Atlantic,Female,63,Yes
2357889388,59,6.48,2,2.99,West,Female,58,Yes
2552022170,148,9.27,3,2.99,West,Male,38,No
562000614,67,13.76,4,3.99,Mid-Atlantic,Female,33,Yes
3496134639,155,7.5,2,2.5,Mid-Atlantic,Male,32,No
563000303,36,22.63,7,2.99,Mid-Atlantic,Female,38,Yes
4641386725,21,7.98,2,3.99,Mid-West,Male,62,No
566068715,187,3.19,1,3.19,Mid-Atlantic,Male,52,Yes
498136096,84,9.37,3,2.99,Mid-Atlantic,Male,27,No
719932208,39,3.19,1,3.19,South-East,Male,60,No
544557207,243,7.48,2,2.99,Mid-Atlantic,Male,37,No
565666039,124,8.37,3,1.99,Mid-Atlantic,Male,27,No
136861400,116,11.97,3,4.49,South-East,Male,42,Yes
565859993,203,3.19,1,3.19,Mid-Atlantic,Female,42,Yes
3704790375,63,11.98,3,4,Mid-Atlantic,Female,58,Yes
107050155,56,3.38,2,2.99,North-East,Female,51,Yes
4624536560,205,3.79,1,3.79,Mid-Atlantic,Female,37,Yes
3907890773,125,8.37,2,5.58,Mid-West,Female,57,Yes
500282290,354,3.29,1,3.29,Mid-Atlantic,Male,32,No
726001145,125,6.48,2,2.99,South-East,Female,40,Yes
2490961420,258,3.99,1,3.99,Mid-Atlantic,Female,23,Yes
566097256,41,15.71,4,6.98,Mid-Atlantic,Female,53,Yes
3644989965,81,8.98,2,4.49,North-West,Male,57,No
1851104655,53,10.17,3,6.18,Mid-West,Female,56,No
562927828,182,3.19,1,3.19,Mid-Atlantic,Female,47,Yes
557381971,125,3.98,1,3.98,Mid-Atlantic,Male,42,Yes
4637348673,109,3.99,1,3.99,Mid-Atlantic,Female,32,Yes
313007333,137,12.47,3,4.29,South-West,Female,38,Yes
4640837486,130,11.37,3,7.58,Mid-Atlantic,Female,32,Yes
371578173,182,3.49,1,3.49,South-West,Female,37,Yes
280053062,149,5.98,2,2.99,Mid-West,Female,33,No
2229752221,197,5.29,1,5.29,Mid-Atlantic,Male,63,Yes
600352813,216,3.99,1,3.99,Mid-Atlantic,Female,37,Yes
495604113,69,25.72,6,2.99,Mid-Atlantic,Male,38,No
126371465,125,7.98,2,3.49,South-East,Male,36,No
742222055,139,5.68,2,2.99,West,Female,50,Yes
497341615,48,9.16,3,3,Mid-Atlantic,Male,62,Yes
3541412329,155,5.95,1,5.95,West,Male,27,Yes
262011798,174,12.37,3,3.99,Mid-Atlantic,Female,59,Yes
3467537447,57,4.39,1,4.39,North-East,Female,52,Yes
499985071,238,7.28,2,3.99,Mid-Atlantic,Male,22,No
729497422,169,4.98,1,4.98,South-East,Female,40,No
498702575,79,15.85,5,2.99,Mid-Atlantic,Female,43,Yes
679018772,122,4.79,1,4.79,North-East,Female,40,No
4632198742,202,8.58,2,4.59,Mid-Atlantic,Female,42,Yes
582593965,166,3.99,1,3.99,Mid-Atlantic,Female,47,Yes
561896220,267,3.19,1,3.19,Mid-Atlantic,Female,27,No
500777027,201,3.19,1,3.19,Mid-Atlantic,Female,42,Yes
137329824,60,7.16,2,3.67,South-East,Male,26,No
2745698359,88,11.87,3,4.29,Mid-West,Female,74,No
574128590,127,5.48,2,2.49,Mid-Atlantic,Female,37,No
121437540,231,7.48,2,2.99,South-East,Female,46,Yes
1945116222,271,3.45,1,3.45,Mid-West,Female,46,No
1867517174,151,7.98,2,3.99,Mid-Atlantic,Male,41,Yes
4633909270,261,4.99,1,4.99,South-East,Male,37,No
1781950274,215,3.29,1,3.29,Mid-Atlantic,Male,31,Yes
262251379,137,7.38,2,7.38,South-East,Female,28,Yes
4618673379,47,4.19,1,4.19,South-East,Female,52,No
445699471,253,6,2,3,West,Male,52,Yes
312308527,227,3.49,1,3.49,South-West,Female,52,Yes
123659520,39,3.49,1,3.49,South-East,Male,36,No
370060093,65,6.89,2,3,South-West,Male,42,No
2235802330,214,3.79,1,3.79,South-East,Female,43,No
4626551901,42,3.79,1,3.79,Mid-Atlantic,Female,32,Yes
500529459,253,3.29,1,3.29,Mid-Atlantic,Female,37,No
607575002,56,3.09,1,3.09,Mid-West,Female,42,Yes
496443327,98,12.12,3,5.54,Mid-Atlantic,Female,48,Yes
572373113,80,37.08,11,2.97,South-East,Male,28,No
1814779308,318,3.99,1,3.99,North-West,Female,31,No
309205901,308,4.59,1,4.59,South-West,Female,43,No
500436204,187,3.19,1,3.19,Mid-Atlantic,Female,37,No
1837488514,69,16.97,6,2.62,South-East,Male,47,No
400498682,172,6.38,2,3.49,West,Female,27,Yes
4634380388,108,8.28,2,3.79,Mid-Atlantic,Female,32,No
3294119893,268,6.27,1,6.27,Mid-West,Male,82,No
1481262929,230,6.98,2,3.29,West,Female,46,Yes
3690394586,161,8.24,2,4.95,Mid-West,Male,57,No
2793218943,305,3.69,1,3.69,West,Male,38,No
3388856663,203,7.98,3,2.66,South-East,Male,47,No
307918767,83,12,2,6,South-West,Male,74,No
501055898,165,10.47,3,3.19,Mid-Atlantic,Male,52,Yes
1823901105,193,7.04,2,3.39,Mid-West,Male,46,Yes
497270972,33,5.98,2,2.99,Mid-Atlantic,Male,27,No
2572484297,81,10.54,3,5.54,West,Female,53,Yes
464063675,193,3.49,1,3.49,South-West,Female,62,Yes
3548654168,75,8.27,3,2.77,Mid-West,Male,72,No
497052801,212,3.99,1,3.99,Mid-Atlantic,Male,47,Yes
556090476,264,3.19,1,3.19,Mid-Atlantic,Female,32,Yes
564555249,141,6.18,2,3.19,Mid-Atlantic,Female,37,No
3600845070,41,9.47,2,5.98,South-West,Male,32,No
720342690,112,5.98,2,2.99,South-East,Male,50,Yes
3701692748,20,16.76,4,4.49,Mid-Atlantic,Male,48,Yes
3832403994,198,3.29,1,3.29,West,Female,22,Yes
2862945009,52,6.58,1,6.58,Mid-West,Male,73,No
4626839495,180,27.93,4,7.98,Mid-West,Female,48,No
598202639,39,7.98,2,3.99,Mid-Atlantic,Female,42,Yes
497438587,63,12.56,3,5.98,Mid-Atlantic,Male,58,Yes
672021741,59,3.49,1,3.49,West,Female,55,Yes
497390096,38,5.98,1,5.98,Mid-Atlantic,Female,17,Yes
3689255076,82,5.28,2,2.62,South-East,Male,42,No
4637593430,222,4.69,1,4.69,Mid-Atlantic,Male,57,Yes
1743912087,183,7.98,2,3.99,Mid-Atlantic,Female,51,Yes
2648693333,59,4.12,1,4.12,North-West,Male,33,No
4633133270,62,33.73,7,3.79,Mid-Atlantic,Female,43,Yes
2696524102,235,3.99,1,3.99,Mid-Atlantic,Female,53,Yes
608887939,198,5.59,1,5.59,South-East,Male,42,Yes
2563920254,249,3.99,1,3.99,Mid-Atlantic,Female,48,Yes
559681158,141,7.98,2,3.99,Mid-Atlantic,Male,32,No
1757742027,81,4.69,1,4.69,West,Female,61,Yes
474129620,90,3.59,1,3.59,West,Female,32,Yes
4624096622,194,3.19,1,3.19,Mid-West,Female,67,No
3451339293,131,8.97,3,2.99,North-East,Male,52,Yes
3568652910,278,3.69,1,3.69,South-East,Female,32,Yes
583278850,20,34.43,7,5.29,Mid-Atlantic,Female,58,Yes
2499384174,53,3.29,1,3.29,Mid-Atlantic,Male,28,No
4636259226,123,3.89,1,3.89,Mid-Atlantic,Male,37,No
500659603,65,6.18,2,2.99,Mid-Atlantic,Female,47,Yes
3422285386,126,5.75,2,2.61,Mid-West,Male,57,No
2651616561,98,4,1,4,Mid-Atlantic,Female,33,Yes
592193840,141,6.16,2,2.98,West,Female,27,No
2340768688,165,5.58,1,5.58,Mid-West,Male,68,No
4627388105,162,7.78,2,3.99,Mid-West,Male,32,No
2488054658,148,3.99,1,3.99,Mid-West,Female,58,No
1899366967,76,18.85,5,3.99,Mid-West,Male,42,Yes
3000397968,267,9.29,3,6,Mid-West,Female,58,No
4627840528,106,8.78,2,8.78,Mid-Atlantic,Female,42,Yes
3002917555,158,3.35,1,3.35,Mid-West,Female,43,No
497229134,17,5.98,1,5.98,Mid-Atlantic,Male,22,No
2405436585,16,20.59,6,3.44,West,Male,39,No
4615850699,62,12.77,3,3.99,Mid-Atlantic,Female,33,No
564678922,361,3.29,1,3.29,Mid-Atlantic,Female,27,No
605018980,230,9.48,2,4.49,South-East,Male,32,No
498700741,225,3.29,1,3.29,Mid-Atlantic,Female,27,Yes
2194761657,181,10.17,2,6.58,West,Female,48,Yes
497889650,87,8.53,2,2.99,Mid-Atlantic,Female,32,Yes
4622316113,26,49.08,10,4.49,Mid-Atlantic,Male,43,Yes
1679455929,232,4.44,2,2.35,West,Male,51,Yes
542156136,362,4.69,1,4.69,South-East,Male,22,No
497771136,228,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
4641075330,18,3.99,1,3.99,Mid-West,Male,42,No
570896068,180,7.14,2,3.75,South-East,Female,27,No
2812176524,220,4.84,2,4.84,North-West,Female,38,Yes
2563923791,236,5.29,1,5.29,Mid-Atlantic,Female,33,Yes
4173343686,113,10.49,3,4.11,West,Female,32,No
719007477,279,3.69,1,3.69,West,Female,50,Yes
473718154,130,5.65,2,2.3,South-East,Male,32,Yes
743780021,34,10.87,3,4.09,Mid-West,Female,30,No
4633741544,75,3.89,1,3.89,Mid-Atlantic,Female,32,Yes
2490555122,82,14.78,4,3.99,Mid-West,Male,54,No
583923071,48,12.37,3,3.99,Mid-Atlantic,Female,33,No
2987689236,33,3.44,1,3.44,West,Male,38,No
610713785,180,3.99,1,3.99,South-East,Female,22,Yes
452684267,54,3.99,1,3.99,West,Female,47,Yes
501303486,46,3.99,1,3.99,Mid-Atlantic,Male,27,No
496815091,55,6.29,2,3,Mid-Atlantic,Female,32,Yes
371285934,272,8.78,2,8.78,South-West,Female,67,Yes
435200801,61,4.79,1,4.79,West,Female,42,Yes
2973548527,147,20.54,4,7.1,Mid-West,Male,39,No
3771561370,115,7.18,1,7.18,North-East,Male,32,Yes
496992346,85,13.56,4,2.99,Mid-Atlantic,Female,38,No
1846790652,223,3.99,1,3.99,Mid-Atlantic,Male,41,Yes
4637299484,146,7.98,2,3.99,Mid-Atlantic,Female,47,Yes
142690371,153,3.99,1,3.99,South-West,Male,41,No
565490149,103,18.06,3,4.59,Mid-Atlantic,Male,48,Yes
176611053,233,10.98,1,10.98,North-East,Female,26,No
4638108747,51,7.98,2,3.99,Mid-West,Male,52,No
677758827,237,4.19,1,4.19,West,Male,65,Yes
4641665808,108,11.97,3,3.99,Mid-Atlantic,Male,48,Yes
4637155249,38,5.98,1,5.98,Mid-West,Male,52,No
308520138,359,3.59,1,3.59,South-West,Male,28,No
2287792534,205,3.29,1,3.29,West,Female,43,Yes
450308011,145,8.99,3,2.5,West,Female,52,Yes
406071276,296,6,1,6,Mid-West,Male,57,No
1823057210,27,23.02,8,3.08,South-East,Male,52,No
122139582,44,3.49,1,3.49,South-East,Male,46,No
4639833585,56,7.98,1,7.98,Mid-Atlantic,Male,42,Yes
4623681306,198,3.39,1,3.39,Mid-Atlantic,Female,32,No
496914992,59,13.37,4,3,Mid-Atlantic,Male,38,No
139588944,86,4.49,1,4.49,North-East,Female,56,Yes
1412619436,206,3.29,1,3.29,West,Female,66,Yes
370898914,140,7.29,2,4.29,South-West,Female,52,No
596540211,65,16.37,4,4,Mid-Atlantic,Male,48,Yes
3644014159,235,5.1,1,5.1,West,Female,37,No
4617563698,42,7.98,1,7.98,Mid-West,Male,52,Yes
2941310111,152,6.48,2,3.19,Mid-Atlantic,Male,38,No
574538974,208,3.69,1,3.69,Mid-Atlantic,Female,32,No
620413643,189,3.49,1,3.49,South-East,Female,32,Yes
597407526,27,3.99,1,3.99,Mid-Atlantic,Female,47,Yes
624546247,63,5.78,2,2.99,North-East,Female,42,Yes
719602649,38,3.19,1,3.19,South-East,Female,45,No
310460812,216,10.57,2,6.98,South-West,Female,33,Yes
370115188,156,3.49,1,3.49,South-West,Female,42,Yes
399713922,42,9.47,3,2.99,South-West,Female,52,No
4641874184,290,3.99,1,3.99,South-East,Male,22,No
4627831033,36,16.56,3,3.99,Mid-Atlantic,Female,53,Yes
611095038,52,3.99,1,3.99,South-East,Male,32,No
501059467,206,8.97,1,8.97,Mid-Atlantic,Female,37,Yes
599879894,209,3.99,1,3.99,Mid-Atlantic,Male,52,Yes
3898634211,204,3.49,1,3.49,South-West,Male,32,No
718358439,70,12.36,2,6.38,South-East,Female,36,No
97569740,331,6.98,1,6.98,South-East,Female,25,No
3340111890,126,7.98,2,3.99,Mid-Atlantic,Female,42,Yes
583523515,177,3.99,1,3.99,Mid-Atlantic,Male,42,Yes
4641239259,81,3.99,1,3.99,Mid-Atlantic,Female,32,No
685286322,81,11.96,4,3.09,Mid-West,Male,61,No
4060707683,114,6.48,2,3.49,South-East,Male,32,No
1744759428,123,3.49,1,3.49,West,Female,46,Yes
437315650,77,8.43,2,4.64,West,Male,47,Yes
2528632792,153,7.98,1,7.98,Mid-Atlantic,Male,33,No
496906402,103,9.95,3,2.77,Mid-Atlantic,Female,32,No
3620170198,33,9.5,3,3,Mid-West,Female,87,Yes
400422485,54,10.08,3,6.29,West,Male,32,No
2441744458,242,6.08,2,3.29,West,Male,38,No
617700956,242,4.49,1,4.49,South-East,Female,32,No
3597043497,186,3.05,1,3.05,West,Male,42,Yes
497919184,207,3.99,1,3.99,Mid-Atlantic,Male,42,Yes
500087116,179,9.57,3,6.38,Mid-Atlantic,Female,32,Yes
2537607916,51,6.68,3,4.48,West,Male,58,Yes
599907950,264,3.99,1,3.99,Mid-Atlantic,Female,17,No
621127783,229,8.48,2,4.99,South-East,Male,27,Yes
3715001994,86,3.45,1,3.45,Mid-West,Male,62,No
4630774245,268,3.99,1,3.99,Mid-West,Male,47,No
4616664734,109,5.19,1,5.19,Mid-Atlantic,Female,32,Yes
4642250999,202,3.79,1,3.79,Mid-Atlantic,Female,42,Yes
313828639,342,6.78,2,3.39,South-West,Male,57,No
370550552,130,25.56,5,6,South-West,Female,48,Yes
584157678,161,3.49,1,3.49,South-East,Female,22,Yes
2304864633,195,4.29,1,4.29,Mid-West,Male,48,No
617808697,139,3.59,1,3.59,South-West,Female,67,Yes
3357992254,60,10.95,3,3.83,Mid-West,Male,47,No
496287236,115,5.54,2,5.54,Mid-Atlantic,Male,32,No
4619821583,67,3.99,1,3.99,Mid-West,Female,37,Yes
4622827767,55,3.79,1,3.79,Mid-Atlantic,Female,27,Yes
3550234613,143,5.65,2,2.62,Mid-West,Female,47,No
3383370932,54,3.29,1,3.29,West,Male,62,Yes
124041115,169,14.46,4,2.99,South-East,Female,77,No
2931075605,68,8.68,2,4.59,Mid-Atlantic,Female,43,Yes
2788151968,167,17.15,3,6.58,West,Female,54,Yes
3691038576,47,13.33,6,2.24,West,Female,53,Yes
2766227248,155,8.49,3,2.99,North-West,Male,38,No
610368095,69,18.03,7,3.09,Mid-West,Male,73,No
599675899,149,7.98,2,3.99,Mid-Atlantic,Female,42,Yes
313078747,68,8.58,1,8.58,South-West,Female,47,No
3822666360,164,3.85,1,3.85,North-West,Female,57,Yes
4623782401,17,3.99,1,3.99,Mid-West,Female,32,No
495982242,156,6.38,2,3.19,Mid-Atlantic,Male,32,No
3834364862,105,3.79,1,3.79,West,Female,67,Yes
2551665061,168,5.14,2,2.2,West,Male,53,Yes
621146665,131,7.18,2,3.69,South-East,Female,27,Yes
601463420,278,3.99,1,3.99,Mid-Atlantic,Female,27,No
2373724520,36,3.59,1,3.59,South-East,Male,23,No
3711351387,91,5.29,1,5.29,Mid-Atlantic,Male,27,No
498369719,228,3.99,1,3.99,Mid-Atlantic,Male,42,Yes
2648233486,313,6.58,2,3.29,West,Male,33,No
3473435452,62,8.74,3,2.97,North-West,Female,57,Yes
4578204606,53,3.99,1,3.99,Mid-West,Female,57,Yes
3825247427,365,8.08,1,8.08,South-West,Male,52,No
2487083367,31,3.39,1,3.39,West,Male,33,No
683881841,128,14.96,4,4.19,West,Female,41,Yes
2254133655,272,3.59,1,3.59,South-East,Male,43,No
606405734,249,4.49,1,4.49,South-East,Female,27,No
1842786897,357,3.29,1,3.29,Mid-West,Male,36,No
4618954218,108,3.99,1,3.99,Mid-Atlantic,Male,32,No
4626082077,53,11.97,2,7.98,Mid-Atlantic,Female,28,Yes
450250122,130,5,1,5,West,Male,52,Yes
497505335,160,3.19,1,3.19,Mid-Atlantic,Female,17,No
3294145919,233,3.24,1,3.24,Mid-West,Female,47,Yes
2557829549,59,8.49,1,8.49,West,Female,33,No
432834494,94,11.07,2,3.49,South-East,Male,42,No
4635590331,119,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
4624262877,26,27.92,4,6.38,Mid-West,Male,63,No
2415351881,32,7.98,2,3.99,West,Male,28,No
1783742611,183,3.39,1,3.39,West,Female,31,No
4622371408,175,4.99,1,4.99,Mid-Atlantic,Male,47,Yes
1882109906,157,3.29,1,3.29,Mid-Atlantic,Female,36,No
704644401,88,18.92,5,3.19,South-East,Female,56,No
4634602762,18,3.99,1,3.99,Mid-West,Female,62,No
499440433,58,6.76,2,3.99,Mid-Atlantic,Female,47,Yes
355735964,202,5.98,1,5.98,West,Female,37,Yes
3704573535,147,4.29,1,4.29,Mid-West,Male,47,No
620894107,162,3.49,1,3.49,South-East,Female,22,Yes
3630282812,29,31.27,10,2.89,West,Female,63,Yes
557400864,257,3.19,1,3.19,Mid-Atlantic,Male,52,Yes
4619106306,53,3.89,1,3.89,Mid-Atlantic,Female,62,Yes
496385695,228,3.29,1,3.29,Mid-Atlantic,Female,37,Yes
4636878419,40,3.99,1,3.99,Mid-West,Female,52,No
497272609,125,3.99,1,3.99,Mid-Atlantic,Male,37,No
4639734143,24,11.97,3,3.99,Mid-West,Female,53,Yes
302369189,125,6.48,2,3.49,North-East,Male,38,Yes
474834447,75,11.87,3,3.59,West,Male,53,Yes
2202150103,218,3.49,1,3.49,West,Female,48,Yes
401495630,171,8.49,2,5,West,Male,47,Yes
686427117,151,3.59,1,3.59,South-East,Female,40,Yes
713825263,21,6.38,2,3.19,South-West,Female,50,Yes
497086872,133,6.48,2,3.19,Mid-Atlantic,Female,32,No
1633557730,140,5.03,2,2.24,West,Female,26,No
495768751,130,4.98,2,1.99,Mid-Atlantic,Female,37,No
499829135,58,6,2,6,Mid-Atlantic,Female,47,Yes
254301891,56,4.69,1,4.69,South-East,Female,28,Yes
454011316,48,41.45,9,4.69,West,Female,33,Yes
4641945102,38,3.39,1,3.39,Mid-Atlantic,Female,62,Yes
4621856556,26,3.19,1,3.19,Mid-Atlantic,Male,37,Yes
461157997,144,3.49,1,3.49,West,Female,27,No
4636262952,198,25.93,6,6.98,South-East,Female,43,Yes
557201737,130,5.98,2,1.99,Mid-Atlantic,Female,27,Yes
2237585425,123,5.68,2,2.69,North-East,Male,38,No
497812888,216,3.99,1,3.99,Mid-Atlantic,Male,27,No
1634057906,66,13.16,5,2.99,West,Female,47,Yes
564022316,130,3.99,1,3.99,Mid-Atlantic,Male,37,Yes
4641005138,43,14.96,4,3.19,South-East,Female,33,No
467028698,20,6.29,2,2.5,West,Female,52,Yes
107036878,20,3.14,1,3.14,South-East,Male,31,No
4621153184,17,16.47,3,3.99,South-East,Female,43,No
609598925,44,3.69,1,3.69,West,Male,47,Yes
1340281902,36,10.62,4,2.89,West,Female,46,Yes
679667508,27,7.08,2,7.08,Mid-West,Male,35,Yes
3619011262,24,8.77,3,2.89,West,Female,32,No
4628763988,125,6.38,2,3.19,Mid-West,Female,42,No
607284180,226,4.49,1,4.49,South-East,Male,27,No
452062699,212,5.98,2,2.69,West,Male,47,Yes
4627647663,172,7.88,2,3.99,South-East,Male,47,No
4637287102,198,11.97,2,3.99,Mid-Atlantic,Female,38,Yes
3817579836,24,91.61,18,6.38,South-West,Female,63,No
2478008062,178,5.14,2,2.94,West,Female,33,Yes
583199209,35,5.98,2,5.98,Mid-Atlantic,Female,42,Yes
451407264,137,4.29,1,4.29,West,Female,42,Yes
3670488897,90,4.29,1,4.29,West,Male,37,Yes
450639590,350,6.08,2,2.79,West,Male,37,No
1855418947,74,3.79,1,3.79,West,Female,36,No
4641990304,56,11.87,3,4.69,Mid-West,Female,58,Yes
255209394,281,4.19,1,4.19,North-East,Female,43,Yes
107038880,220,9.54,3,3.19,North-East,Female,36,Yes
2953384371,164,3.49,1,3.49,West,Male,48,Yes
871977991,153,5.68,2,2.99,South-East,Male,40,No
706325220,242,3.29,1,3.29,West,Male,60,Yes
4622463644,47,3.79,1,3.79,Mid-Atlantic,Female,32,Yes
2716579772,116,13.16,3,3.29,West,Male,39,No
621338074,65,7.38,2,3.69,South-East,Female,27,No
496210021,86,3.99,1,3.99,Mid-Atlantic,Male,47,Yes
2646645709,334,3.29,1,3.29,Mid-West,Male,33,No
310614823,192,19.05,4,3.49,South-West,Female,69,No
4640706847,61,27.53,7,3.99,Mid-West,Female,43,Yes
2846495954,68,3.59,1,3.59,West,Male,38,Yes
